415 ms ; init
3692465 ms ; SW2 ;has been pressed
3692583 ms ; SW2 ;has been pressed
3702187 ms ; SW2 ;has been pressed
3702871 ms ; SW1 ;has been pressed
3703066 ms ; SW3 ;has been pressed
3703544 ms ; SW4 ;has been pressed
3704054 ms ; SW2 ;has been pressed
3704358 ms ; SW3 ;has been pressed
3704506 ms ; SW1 ;has been pressed
3704733 ms ; SW3 ;has been pressed
3704867 ms ; SW2 ;has been pressed
3705106 ms ; SW2 ;has been pressed
3705224 ms ; SW4 ;has been pressed
3705362 ms ; SW4 ;has been pressed
3706089 ms ; SW1 ;has been pressed
3761984 ms ; SW1 ;has been pressed
3763238 ms ; SW2 ;has been pressed
3764468 ms ; SW4 ;has been pressed
3840149 ms ; SW2 ;has been pressed
3840497 ms ; SW3 ;has been pressed and the led UV has activate
3840614 ms ; SW2 ;has been pressed
3840735 ms ; SW3 ;has been pressed
3841318 ms ; SW1 ;has been pressed
3841757 ms ; SW4 ;has been pressed
3842413 ms ; SW1 ;has been pressed
3842717 ms ; SW2 ;has been pressed
3842836 ms ; SW2 ;has been pressed
3842855 ms ; SW1 ;has been pressed
3843086 ms ; SW2 ;has been pressed
3843106 ms ; SW3 ;has been pressed
3843452 ms ; SW3 ;has been pressed
3843757 ms ; SW3 ;has been pressed
3843775 ms ; SW2 ;has been pressed
3844082 ms ; SW3 ;has been pressed
3844352 ms ; SW2 ;has been pressed
3844796 ms ; SW2 ;has been pressed
3844915 ms ; SW3 ;has been pressed
3845107 ms ; SW2 ;has been pressed
3845226 ms ; SW3 ;has been pressed
3846344 ms ; SW4 ;has been pressed
3847613 ms ; SW1 ;has been pressed
3871955 ms ; SW4 ;has been pressed
3872355 ms ; SW2 ;has been pressed
3872474 ms ; SW1 ;has been pressed
3873354 ms ; SW2 ;has been pressed
3874056 ms ; SW2 ;has been pressed
3874198 ms ; SW2 ;has been pressed
3876407 ms ; SW3 ;has been pressed
3876842 ms ; SW2 ;has been pressed
3877323 ms ; SW2 ;has been pressed
3877721 ms ; SW2 ;has been pressed
3877838 ms ; SW2 ;has been pressed
3881114 ms ; SW3 ;has been pressed
3888734 ms ; SW3 ;has been pressed
4045343 ms ; SW4 ;has been pressed and the led UV has activate
4045463 ms ; SW1 ;has been pressed
4045780 ms ; SW2 ;has been pressed
4045982 ms ; SW2 ;has been pressed
4046462 ms ; SW2 ;has been pressed
4046481 ms ; SW3 ;has been pressed
4048114 ms ; SW2 ;has been pressed
4048138 ms ; SW3 ;has been pressed
4048233 ms ; SW4 ;has been pressed
4149645 ms ; SW4 ;has been pressed
4150258 ms ; SW4 ;has been pressed
4151413 ms ; SW3 ;has been pressed
4152353 ms ; SW2 ;has been pressed
4152771 ms ; SW2 ;has been pressed
4153658 ms ; SW1 ;has been pressed and the led UV has activate
4246472 ms ; SW2 ;has been pressed and the led UV has activate
4263436 ms ; SW1 ;has been pressed
4298669 ms ; SW2 ;has been pressed
4299428 ms ; SW2 ;has been pressed
4301497 ms ; SW1 ;has been pressed
4339769 ms ; SW2 ;has been pressed
4340700 ms ; SW2 ;has been pressed
4342586 ms ; SW1 ;has been pressed
4342627 ms ; SW3 ;has been pressed and the led UV has activate
4347388 ms ; SW4 ;has been pressed
4347765 ms ; SW1 ;has been pressed
4348018 ms ; SW1 ;has been pressed
4348038 ms ; SW3 ;has been pressed
4348162 ms ; SW3 ;has been pressed
4348547 ms ; SW3 ;has been pressed
4348770 ms ; SW3 ;has been pressed
4349114 ms ; SW2 ;has been pressed
4349821 ms ; SW4 ;has been pressed
4349986 ms ; SW1 ;has been pressed
4350261 ms ; SW3 ;has been pressed
4350479 ms ; SW3 ;has been pressed
4350598 ms ; SW1 ;has been pressed
4350727 ms ; SW4 ;has been pressed
4350845 ms ; SW2 ;has been pressed
4351037 ms ; SW1 ;has been pressed
4351185 ms ; SW3 ;has been pressed
4351316 ms ; SW2 ;has been pressed
4351475 ms ; SW4 ;has been pressed
4351700 ms ; SW3 ;has been pressed
4351954 ms ; SW2 ;has been pressed
4353820 ms ; SW4 ;has been pressed
4353839 ms ; SW2 ;has been pressed
4354025 ms ; SW1 ;has been pressed
4354161 ms ; SW2 ;has been pressed
4354357 ms ; SW4 ;has been pressed
4354439 ms ; SW3 ;has been pressed
4354610 ms ; SW2 ;has been pressed
4354728 ms ; SW2 ;has been pressed
4355206 ms ; SW1 ;has been pressed
4355324 ms ; SW2 ;has been pressed
4355362 ms ; SW4 ;has been pressed
4356057 ms ; SW3 ;has been pressed
4356217 ms ; SW4 ;has been pressed
4369676 ms ; SW4 ;has been pressed
4369940 ms ; SW2 ;has been pressed
4370251 ms ; SW2 ;has been pressed
4370612 ms ; SW3 ;has been pressed
4379016 ms ; SW3 ;has been pressed
4380304 ms ; SW2 ;has been pressed
4381120 ms ; SW2 ;has been pressed
4383021 ms ; SW1 ;has been pressed
4383449 ms ; SW2 ;has been pressed
4383498 ms ; SW1 ;has been pressed
4383881 ms ; SW2 ;has been pressed
4386681 ms ; SW2 ;has been pressed
4389263 ms ; SW2 ;has been pressed
4389390 ms ; SW2 ;has been pressed
4390721 ms ; SW2 ;has been pressed
4390965 ms ; SW2 ;has been pressed
4391407 ms ; SW2 ;has been pressed
4392103 ms ; SW2 ;has been pressed
4392353 ms ; SW2 ;has been pressed
4392657 ms ; SW2 ;has been pressed
4392706 ms ; SW4 ;has been pressed
4393892 ms ; SW2 ;has been pressed
4394016 ms ; SW2 ;has been pressed
4394039 ms ; SW1 ;has been pressed
4394058 ms ; SW4 ;has been pressed
4394180 ms ; SW2 ;has been pressed
4394492 ms ; SW2 ;has been pressed
4394808 ms ; SW2 ;has been pressed
4396698 ms ; SW2 ;has been pressed
4396875 ms ; SW3 ;has been pressed
4396901 ms ; SW2 ;has been pressed
4397558 ms ; SW2 ;has been pressed
4397681 ms ; SW2 ;has been pressed
4399030 ms ; SW2 ;has been pressed
4401344 ms ; SW4 ;has been pressed
4401494 ms ; SW2 ;has been pressed
4401732 ms ; SW2 ;has been pressed
4402383 ms ; SW4 ;has been pressed
4402502 ms ; SW4 ;has been pressed
4403647 ms ; SW2 ;has been pressed
4404701 ms ; SW4 ;has been pressed
4404733 ms ; SW2 ;has been pressed
4404787 ms ; SW1 ;has been pressed
4404894 ms ; SW3 ;has been pressed
4426158 ms ; SW1 ;has been pressed
4426945 ms ; SW2 ;has been pressed
4427193 ms ; SW4 ;has been pressed
4428150 ms ; SW3 ;has been pressed
4428375 ms ; SW2 ;has been pressed
4428767 ms ; SW2 ;has been pressed
4429179 ms ; SW3 ;has been pressed
4430579 ms ; SW2 ;has been pressed
4430698 ms ; SW2 ;has been pressed
4430716 ms ; SW1 ;has been pressed
4431192 ms ; SW3 ;has been pressed
4431286 ms ; SW4 ;has been pressed
4460797 ms ; SW1 ;has been pressed
4461240 ms ; SW2 ;has been pressed
4461895 ms ; SW2 ;has been pressed
4462705 ms ; SW3 ;has been pressed
4463252 ms ; SW4 ;has been pressed and the led UV has activate
4472275 ms ; SW1 ;has been pressed
4472640 ms ; SW1 ;has been pressed
4473383 ms ; SW1 ;has been pressed
4474320 ms ; SW2 ;has been pressed
4474451 ms ; SW2 ;has been pressed
4475189 ms ; SW2 ;has been pressed
4477834 ms ; SW3 ;has been pressed
4478787 ms ; SW4 ;has been pressed
4487976 ms ; SW2 ;has been pressed
4488095 ms ; SW2 ;has been pressed
4488681 ms ; SW3 ;has been pressed
4489578 ms ; SW4 ;has been pressed
4490569 ms ; SW4 ;has been pressed
4572573 ms ; SW1 ;has been pressed and the led UV has activate
4573232 ms ; SW1 ;has been pressed
4573569 ms ; SW2 ;has been pressed
4573918 ms ; SW2 ;has been pressed
4574040 ms ; SW2 ;has been pressed
4575508 ms ; SW3 ;has been pressed
4575803 ms ; SW3 ;has been pressed
4576343 ms ; SW3 ;has been pressed
4583526 ms ; SW2 ;has been pressed
4583666 ms ; SW2 ;has been pressed
4583787 ms ; SW2 ;has been pressed
4583932 ms ; SW2 ;has been pressed
4584167 ms ; SW2 ;has been pressed
4584694 ms ; SW2 ;has been pressed
4587291 ms ; SW2 ;has been pressed
4587548 ms ; SW2 ;has been pressed
4587959 ms ; SW2 ;has been pressed
4588080 ms ; SW2 ;has been pressed
4588247 ms ; SW2 ;has been pressed
4588482 ms ; SW2 ;has been pressed
4588993 ms ; SW1 ;has been pressed
4589446 ms ; SW1 ;has been pressed
4589692 ms ; SW1 ;has been pressed
4590513 ms ; SW2 ;has been pressed
4590958 ms ; SW1 ;has been pressed
4591353 ms ; SW2 ;has been pressed
4592090 ms ; SW2 ;has been pressed
4592294 ms ; SW2 ;has been pressed
4593123 ms ; SW1 ;has been pressed
4593313 ms ; SW1 ;has been pressed
4593579 ms ; SW1 ;has been pressed
4594216 ms ; SW3 ;has been pressed
4594521 ms ; SW3 ;has been pressed
4596549 ms ; SW3 ;has been pressed
4597555 ms ; SW3 ;has been pressed
4601473 ms ; SW4 ;has been pressed
4601683 ms ; SW3 ;has been pressed
4602120 ms ; SW2 ;has been pressed
4602295 ms ; SW2 ;has been pressed
4602481 ms ; SW2 ;has been pressed
4602697 ms ; SW2 ;has been pressed
4603123 ms ; SW1 ;has been pressed
4603430 ms ; SW1 ;has been pressed
4603657 ms ; SW1 ;has been pressed
4603837 ms ; SW1 ;has been pressed
4604049 ms ; SW1 ;has been pressed
4604544 ms ; SW2 ;has been pressed
4604861 ms ; SW2 ;has been pressed
4606539 ms ; SW1 ;has been pressed
4606997 ms ; SW1 ;has been pressed
4607215 ms ; SW1 ;has been pressed
4607391 ms ; SW1 ;has been pressed
4610088 ms ; SW1 ;has been pressed
4610325 ms ; SW1 ;has been pressed
4774290 ms ; SW1 ;has been pressed
4774735 ms ; SW2 ;has been pressed and the led UV has activate
4775265 ms ; SW3 ;has been pressed
4775856 ms ; SW4 ;has been pressed
4776078 ms ; SW4 ;has been pressed
4777391 ms ; SW1 ;has been pressed
4777949 ms ; SW4 ;has been pressed
4778298 ms ; SW3 ;has been pressed
4857437 ms ; SW3 ;has been pressed
4858645 ms ; SW2 ;has been pressed
4858980 ms ; SW2 ;has been pressed
4859542 ms ; SW2 ;has been pressed
4859688 ms ; SW2 ;has been pressed
4860427 ms ; SW2 ;has been pressed
4860551 ms ; SW2 ;has been pressed
4861208 ms ; SW2 ;has been pressed
4924901 ms ; SW3 ;has been pressed and the led UV has activate
4925206 ms ; SW3 ;has been pressed
4925607 ms ; SW4 ;has been pressed
4925836 ms ; SW4 ;has been pressed
4926152 ms ; SW2 ;has been pressed
4926274 ms ; SW3 ;has been pressed
4926452 ms ; SW2 ;has been pressed
4926574 ms ; SW3 ;has been pressed
4927176 ms ; SW1 ;has been pressed
4927473 ms ; SW1 ;has been pressed
4928574 ms ; SW3 ;has been pressed
4929600 ms ; SW3 ;has been pressed
4931568 ms ; SW4 ;has been pressed
4931900 ms ; SW4 ;has been pressed
4932308 ms ; SW4 ;has been pressed
4932626 ms ; SW3 ;has been pressed
4932847 ms ; SW4 ;has been pressed
4933222 ms ; SW4 ;has been pressed
4933591 ms ; SW4 ;has been pressed
4933884 ms ; SW3 ;has been pressed
4934106 ms ; SW4 ;has been pressed
4934266 ms ; SW3 ;has been pressed
4934506 ms ; SW4 ;has been pressed
4934636 ms ; SW3 ;has been pressed
4938839 ms ; SW3 ;has been pressed
4941238 ms ; SW3 ;has been pressed
5014021 ms ; SW3 ;has been pressed
5014168 ms ; SW2 ;has been pressed
5014501 ms ; SW2 ;has been pressed
5014521 ms ; SW3 ;has been pressed
5014889 ms ; SW2 ;has been pressed
5016318 ms ; SW3 ;has been pressed
5016586 ms ; SW2 ;has been pressed
5016897 ms ; SW3 ;has been pressed
5016918 ms ; SW2 ;has been pressed
5067212 ms ; SW2 ;has been pressed
5067480 ms ; SW2 ;has been pressed
5067516 ms ; SW3 ;has been pressed
5067797 ms ; SW1 ;has been pressed
5068755 ms ; SW2 ;has been pressed
5069295 ms ; SW2 ;has been pressed
5069321 ms ; SW3 ;has been pressed
5069341 ms ; SW4 ;has been pressed and the led UV has activate
5069463 ms ; SW1 ;has been pressed
5069904 ms ; SW4 ;has been pressed
5440478 ms ; SW1 ;has been pressed and the led UV has activate
5440600 ms ; SW2 ;has been pressed
5440621 ms ; SW3 ;has been pressed
5440642 ms ; SW4 ;has been pressed
5440874 ms ; SW1 ;has been pressed
5441245 ms ; SW4 ;has been pressed
5441337 ms ; SW1 ;has been pressed
5441666 ms ; SW2 ;has been pressed
5441687 ms ; SW3 ;has been pressed
5442028 ms ; SW1 ;has been pressed
5442344 ms ; SW2 ;has been pressed
5442366 ms ; SW4 ;has been pressed
5442729 ms ; SW4 ;has been pressed
5442750 ms ; SW1 ;has been pressed
5443112 ms ; SW3 ;has been pressed
5444431 ms ; SW3 ;has been pressed
5446301 ms ; SW1 ;has been pressed
5491870 ms ; SW2 ;has been pressed
5492569 ms ; SW3 ;has been pressed
5492894 ms ; SW1 ;has been pressed
5493187 ms ; SW4 ;has been pressed
5493565 ms ; SW3 ;has been pressed
5493714 ms ; SW3 ;has been pressed
5493857 ms ; SW2 ;has been pressed
5711466 ms ; SW2 ;has been pressed and the led UV has activate
5711906 ms ; SW2 ;has been pressed
5712115 ms ; SW2 ;has been pressed
5712366 ms ; SW2 ;has been pressed
5772909 ms ; SW3 ;has been pressed
5773235 ms ; SW1 ;has been pressed
5773880 ms ; SW2 ;has been pressed
5774437 ms ; SW4 ;has been pressed
5774462 ms ; SW3 ;has been pressed
5775010 ms ; SW2 ;has been pressed
5775159 ms ; SW1 ;has been pressed
5775380 ms ; SW4 ;has been pressed
5775406 ms ; SW3 ;has been pressed
5775617 ms ; SW2 ;has been pressed
5775737 ms ; SW2 ;has been pressed
5775919 ms ; SW2 ;has been pressed
5776189 ms ; SW2 ;has been pressed
5776569 ms ; SW2 ;has been pressed
5776949 ms ; SW2 ;has been pressed
5779746 ms ; SW3 ;has been pressed
5780157 ms ; SW2 ;has been pressed
5780719 ms ; SW2 ;has been pressed
5781816 ms ; SW3 ;has been pressed
5782310 ms ; SW1 ;has been pressed
5782800 ms ; SW1 ;has been pressed
5783219 ms ; SW2 ;has been pressed
5785838 ms ; SW2 ;has been pressed
5795629 ms ; SW3 ;has been pressed
5807147 ms ; SW4 ;has been pressed
5811278 ms ; SW4 ;has been pressed
5816350 ms ; SW1 ;has been pressed
5816939 ms ; SW2 ;has been pressed
5839229 ms ; SW1 ;has been pressed
5839514 ms ; SW1 ;has been pressed
5893764 ms ; SW3 ;has been pressed and the led UV has activate
5894673 ms ; SW3 ;has been pressed
5945038 ms ; SW1 ;has been pressed
5948621 ms ; SW1 ;has been pressed
5950160 ms ; SW3 ;has been pressed
5951929 ms ; SW3 ;has been pressed
5952727 ms ; SW4 ;has been pressed
5953461 ms ; SW4 ;has been pressed
5953623 ms ; SW3 ;has been pressed
5954444 ms ; SW4 ;has been pressed
5955938 ms ; SW1 ;has been pressed
5970285 ms ; SW1 ;has been pressed
5971337 ms ; SW4 ;has been pressed
5971791 ms ; SW4 ;has been pressed
5972015 ms ; SW4 ;has been pressed
5972139 ms ; SW2 ;has been pressed
5972514 ms ; SW3 ;has been pressed
5975815 ms ; SW3 ;has been pressed
5978874 ms ; SW3 ;has been pressed
5985462 ms ; SW4 ;has been pressed and the led UV has activate
5990061 ms ; SW3 ;has been pressed
5990534 ms ; SW2 ;has been pressed
5990555 ms ; SW3 ;has been pressed
5991274 ms ; SW3 ;has been pressed
5991296 ms ; SW4 ;has been pressed
5991321 ms ; SW2 ;has been pressed
5991443 ms ; SW2 ;has been pressed
5991505 ms ; SW1 ;has been pressed
6129195 ms ; SW1 ;has been pressed and the led UV has activate
6129992 ms ; SW2 ;has been pressed
6130014 ms ; SW4 ;has been pressed
6130186 ms ; SW2 ;has been pressed
6130685 ms ; SW3 ;has been pressed
6131985 ms ; SW1 ;has been pressed
6132317 ms ; SW3 ;has been pressed
6132892 ms ; SW2 ;has been pressed
6133089 ms ; SW2 ;has been pressed
6133268 ms ; SW2 ;has been pressed
6133431 ms ; SW2 ;has been pressed
6133610 ms ; SW2 ;has been pressed
6134789 ms ; SW4 ;has been pressed
6134910 ms ; SW3 ;has been pressed
6135340 ms ; SW3 ;has been pressed
6148798 ms ; SW4 ;has been pressed
6148860 ms ; SW3 ;has been pressed
6148889 ms ; SW1 ;has been pressed
6149498 ms ; SW4 ;has been pressed
6149524 ms ; SW1 ;has been pressed
6149545 ms ; SW3 ;has been pressed
6150147 ms ; SW2 ;has been pressed
6150167 ms ; SW3 ;has been pressed
6150189 ms ; SW4 ;has been pressed
6150210 ms ; SW1 ;has been pressed
6150333 ms ; SW2 ;has been pressed
6150554 ms ; SW4 ;has been pressed
6150576 ms ; SW3 ;has been pressed
6177660 ms ; SW3 ;has been pressed
6177838 ms ; SW1 ;has been pressed
6178290 ms ; SW1 ;has been pressed
6179954 ms ; SW1 ;has been pressed
6180238 ms ; SW1 ;has been pressed
6180598 ms ; SW1 ;has been pressed
6182414 ms ; SW1 ;has been pressed
6182483 ms ; SW3 ;has been pressed
6182525 ms ; SW4 ;has been pressed
6182874 ms ; SW3 ;has been pressed
6182895 ms ; SW4 ;has been pressed
6183560 ms ; SW1 ;has been pressed
6184294 ms ; SW3 ;has been pressed
6184322 ms ; SW4 ;has been pressed
6184609 ms ; SW4 ;has been pressed
6184731 ms ; SW1 ;has been pressed
6184856 ms ; SW4 ;has been pressed
6184878 ms ; SW3 ;has been pressed
6185204 ms ; SW4 ;has been pressed
6185355 ms ; SW1 ;has been pressed
6185634 ms ; SW3 ;has been pressed
6185655 ms ; SW4 ;has been pressed
6185876 ms ; SW4 ;has been pressed
6185897 ms ; SW1 ;has been pressed
6186032 ms ; SW4 ;has been pressed
6186053 ms ; SW3 ;has been pressed
6186300 ms ; SW4 ;has been pressed
6186463 ms ; SW4 ;has been pressed
6186663 ms ; SW4 ;has been pressed
6186721 ms ; SW3 ;has been pressed
6190038 ms ; SW1 ;has been pressed
6190211 ms ; SW1 ;has been pressed
6190361 ms ; SW1 ;has been pressed
6190499 ms ; SW1 ;has been pressed
6190637 ms ; SW1 ;has been pressed
6190791 ms ; SW1 ;has been pressed
6190941 ms ; SW1 ;has been pressed
6191095 ms ; SW1 ;has been pressed
6191876 ms ; SW2 ;has been pressed
6191896 ms ; SW3 ;has been pressed
6192072 ms ; SW3 ;has been pressed
6192297 ms ; SW4 ;has been pressed
6192419 ms ; SW1 ;has been pressed
6192641 ms ; SW4 ;has been pressed
6192761 ms ; SW1 ;has been pressed
6192783 ms ; SW3 ;has been pressed
6192955 ms ; SW2 ;has been pressed
6193076 ms ; SW3 ;has been pressed
6193201 ms ; SW3 ;has been pressed
6193376 ms ; SW3 ;has been pressed
6193563 ms ; SW3 ;has been pressed
6193726 ms ; SW2 ;has been pressed
6193848 ms ; SW3 ;has been pressed
6194012 ms ; SW3 ;has been pressed
6194183 ms ; SW3 ;has been pressed
6194371 ms ; SW3 ;has been pressed
6194525 ms ; SW3 ;has been pressed
6194698 ms ; SW3 ;has been pressed
6194853 ms ; SW3 ;has been pressed
6195024 ms ; SW3 ;has been pressed
6202212 ms ; SW1 ;has been pressed
6202493 ms ; SW2 ;has been pressed
6202719 ms ; SW1 ;has been pressed
6202740 ms ; SW2 ;has been pressed
6203992 ms ; SW3 ;has been pressed
6204340 ms ; SW4 ;has been pressed
6205461 ms ; SW1 ;has been pressed
6206077 ms ; SW3 ;has been pressed
6206255 ms ; SW2 ;has been pressed
6206660 ms ; SW3 ;has been pressed
6207512 ms ; SW2 ;has been pressed
6207534 ms ; SW3 ;has been pressed
6207555 ms ; SW4 ;has been pressed
6207577 ms ; SW1 ;has been pressed
6211906 ms ; SW1 ;has been pressed
6213733 ms ; SW1 ;has been pressed
6215512 ms ; SW1 ;has been pressed
6218381 ms ; SW2 ;has been pressed
6218593 ms ; SW3 ;has been pressed
6218815 ms ; SW1 ;has been pressed
6219051 ms ; SW4 ;has been pressed
6219239 ms ; SW2 ;has been pressed
6219460 ms ; SW3 ;has been pressed
6219724 ms ; SW1 ;has been pressed
6219977 ms ; SW1 ;has been pressed
6220399 ms ; SW2 ;has been pressed and the led UV has activate
6221494 ms ; SW2 ;has been pressed
6221615 ms ; SW2 ;has been pressed
6226192 ms ; SW2 ;has been pressed
6227785 ms ; SW2 ;has been pressed
6227810 ms ; SW3 ;has been pressed
6227831 ms ; SW4 ;has been pressed
6227853 ms ; SW1 ;has been pressed
6228576 ms ; SW2 ;has been pressed
6228763 ms ; SW1 ;has been pressed
6229027 ms ; SW1 ;has been pressed
6229048 ms ; SW4 ;has been pressed
6234639 ms ; SW2 ;has been pressed
6235168 ms ; SW4 ;has been pressed
6235190 ms ; SW3 ;has been pressed
6235579 ms ; SW1 ;has been pressed
6237833 ms ; SW2 ;has been pressed
6243160 ms ; SW2 ;has been pressed
6243341 ms ; SW2 ;has been pressed
6251224 ms ; SW3 ;has been pressed
6251423 ms ; SW3 ;has been pressed
6251617 ms ; SW4 ;has been pressed
6251877 ms ; SW4 ;has been pressed
6252050 ms ; SW3 ;has been pressed
6274577 ms ; SW3 ;has been pressed
6275355 ms ; SW2 ;has been pressed
6275595 ms ; SW2 ;has been pressed
6276036 ms ; SW2 ;has been pressed
6276078 ms ; SW3 ;has been pressed
6276684 ms ; SW1 ;has been pressed
6276706 ms ; SW4 ;has been pressed
6277181 ms ; SW4 ;has been pressed
6277285 ms ; SW1 ;has been pressed
6297442 ms ; SW1 ;has been pressed
6297909 ms ; SW2 ;has been pressed
6297931 ms ; SW4 ;has been pressed
6298141 ms ; SW2 ;has been pressed
6298163 ms ; SW1 ;has been pressed
6298247 ms ; SW3 ;has been pressed
6299702 ms ; SW2 ;has been pressed
6299722 ms ; SW1 ;has been pressed
6299935 ms ; SW2 ;has been pressed
6299957 ms ; SW4 ;has been pressed
6301124 ms ; SW3 ;has been pressed
6302272 ms ; SW3 ;has been pressed
6302488 ms ; SW4 ;has been pressed
6303169 ms ; SW1 ;has been pressed
6303360 ms ; SW3 ;has been pressed
6311309 ms ; SW1 ;has been pressed
6311749 ms ; SW2 ;has been pressed
6313346 ms ; SW3 ;has been pressed and the led UV has activate
